id,domain,category,audience,question,answer,keywords,source
VASTRA-00473,handloom,Handloom Products,customer|professional|seller,What is Carpet?,"Carpet is associated with multiple regions. Common material: wool, cotton, silk and blends. Common use: floor covering and décor. Cleaning should match fibre and construction; valuable carpets may need professional cleaning.","Carpet, multiple regions, wool, cotton, silk and blends, handloom",Vastra Handloom Product Master
VASTRA-00474,handloom,Handloom Products,customer|professional|seller,What is Table Runner?,"Table Runner is associated with multiple regions. Common material: cotton, linen, silk and blends. Common use: dining décor. Decorative table textile; stains should be treated according to fibre and care label.","Table Runner, multiple regions, cotton, linen, silk and blends, handloom",Vastra Handloom Product Master
VASTRA-00475,handloom,Handloom Products,customer|professional|seller,What is Tablecloth?,"Tablecloth is associated with multiple regions. Common material: cotton, linen and blends. Common use: dining décor. Flat woven household textile.","Tablecloth, multiple regions, cotton, linen and blends, handloom",Vastra Handloom Product Master
VASTRA-00476,handloom,Handloom Products,customer|professional|seller,What is Curtain?,"Curtain is associated with multiple regions. Common material: cotton, linen, silk and blends. Common use: home furnishing. Care depends on fibre, lining and construction.","Curtain, multiple regions, cotton, linen, silk and blends, handloom",Vastra Handloom Product Master
VASTRA-00477,handloom,Handloom Products,customer|professional|seller,What is Cushion Cover?,"Cushion Cover is associated with multiple regions. Common material: cotton, silk, wool and blends. Common use: home décor. Removable cover may be washable if the label permits.","Cushion Cover, multiple regions, cotton, silk, wool and blends, handloom",Vastra Handloom Product Master
VASTRA-00478,handloom,Handloom Products,customer|professional|seller,What is Wall Hanging?,"Wall Hanging is associated with multiple regions. Common material: cotton, wool, silk and blends. Common use: interior décor. Decorative textile; protect from dust, moisture and prolonged sunlight.","Wall Hanging, multiple regions, cotton, wool, silk and blends, handloom",Vastra Handloom Product Master
VASTRA-00479,handloom,Handloom Products,customer|professional|seller,What is Handloom Bag?,"Handloom Bag is associated with multiple regions. Common material: cotton, jute, silk blends and other textiles. Common use: shopping and fashion. Cleaning depends on fabric, lining, handles and embellishments.","Handloom Bag, multiple regions, cotton, jute, silk blends and other textiles, handloom",Vastra Handloom Product Master
VASTRA-00480,handloom,Handloom Products,customer|professional|seller,What is Scarf?,"Scarf is associated with multiple regions. Common material: cotton, silk, wool and blends. Common use: fashion accessory. Care follows fibre-specific instructions.","Scarf, multiple regions, cotton, silk, wool and blends, handloom",Vastra Handloom Product Master
VASTRA-00481,handloom,Handloom Products,customer|professional|seller,What is Handkerchief/Kerchief?,"Handkerchief/Kerchief is associated with multiple regions. Common material: cotton. Common use: personal accessory. Small woven textile, commonly washable when the label permits.","Handkerchief/Kerchief, multiple regions, cotton, handloom",Vastra Handloom Product Master
VASTRA-00482,handloom,Handloom Products,customer|professional|seller,What is Mekhela Chador?,Mekhela Chador is associated with Assam. Common material: silk and cotton variants. Common use: traditional womenswear. Traditional Assamese attire consisting of coordinated woven pieces.,"Mekhela Chador, Assam, silk and cotton variants, handloom",Vastra Handloom Product Master
VASTRA-00483,handloom,Handloom Products,customer|professional|seller,What is Phanek?,Phanek is associated with Manipur. Common material: cotton and silk variants. Common use: traditional womenswear. Traditional textile garment; care depends on fibre and embellishment.,"Phanek, Manipur, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00484,handloom,Handloom Products,customer|professional|seller,What is Puan?,Puan is associated with Mizoram. Common material: cotton and other woven fibres. Common use: traditional attire and wraps. Traditional woven textile with regional motifs.,"Puan, Mizoram, cotton and other woven fibres, handloom",Vastra Handloom Product Master
VASTRA-00485,handloom,Handloom Products,customer|professional|seller,What is Kani Shawl?,Kani Shawl is associated with Jammu & Kashmir. Common material: wool/pashmina traditions. Common use: winter and ceremonial wear. Known for intricate patterned weaving; delicate pieces need careful handling.,"Kani Shawl, Jammu & Kashmir, wool/pashmina traditions, handloom",Vastra Handloom Product Master
VASTRA-00486,handloom,Handloom Products,customer|professional|seller,What is Jamawar?,"Jamawar is associated with Kashmir and South Asian tradition. Common material: wool, pashmina and blends. Common use: shawls and luxury textiles. Intricate patterned textile tradition.","Jamawar, Kashmir and South Asian tradition, wool, pashmina and blends, handloom",Vastra Handloom Product Master
VASTRA-00487,handloom,Handloom Products,customer|professional|seller,What is Kashmir Shawl?,"Kashmir Shawl is associated with Jammu & Kashmir. Common material: wool, pashmina and blends. Common use: winter and luxury wear. Care depends on fibre and embroidery.","Kashmir Shawl, Jammu & Kashmir, wool, pashmina and blends, handloom",Vastra Handloom Product Master
VASTRA-00488,handloom,Handloom Products,customer|professional|seller,What is Toda Embroidery Textile?,Toda Embroidery Textile is associated with Tamil Nadu. Common material: cotton/wool base depending on item. Common use: traditional textile and décor. Distinctive embroidered textile tradition; follow item-specific care.,"Toda Embroidery Textile, Tamil Nadu, cotton/wool base depending on item, handloom",Vastra Handloom Product Master
VASTRA-00489,handloom,Materials,customer|professional,What is Mulberry Silk?,"Mulberry Silk is a protein fibre. Common uses: premium sarees, blouses, stoles and ceremonial garments.","Mulberry Silk, protein fibre, material",Vastra Material Care Master
VASTRA-00490,handloom,Materials,customer|professional,What is Bivoltine Mulberry Silk?,Bivoltine Mulberry Silk is a protein fibre. Common uses: high-quality silk sarees and premium garments.,"Bivoltine Mulberry Silk, protein fibre, material",Vastra Material Care Master
VASTRA-00491,handloom,Materials,customer|professional,What is Tropical Tasar Silk?,"Tropical Tasar Silk is a wild/vanya silk. Common uses: sarees, stoles, dress materials and textiles.","Tropical Tasar Silk, wild/vanya silk, material",Vastra Material Care Master
VASTRA-00492,handloom,Materials,customer|professional,What is Oak Tasar Silk?,"Oak Tasar Silk is a wild/vanya silk. Common uses: shawls, sarees and traditional textiles.","Oak Tasar Silk, wild/vanya silk, material",Vastra Material Care Master
VASTRA-00493,handloom,Materials,customer|professional,What is Eri Silk?,"Eri Silk is a vanya silk. Common uses: shawls, scarves, garments and blends.","Eri Silk, vanya silk, material",Vastra Material Care Master
VASTRA-00494,handloom,Materials,customer|professional,What is Muga Silk?,Muga Silk is a vanya silk. Common uses: Assamese ceremonial textiles and premium sarees.,"Muga Silk, vanya silk, material",Vastra Material Care Master
VASTRA-00495,handloom,Materials,customer|professional,What is Cotton?,"Cotton is a cellulosic natural fibre. Common uses: sarees, dhotis, veshtis, towels, shirts, bedsheets and home textiles.","Cotton, cellulosic natural fibre, material",Vastra Material Care Master
VASTRA-00496,handloom,Materials,customer|professional,What is Khadi Cotton?,"Khadi Cotton is a hand-spun cotton textile. Common uses: sarees, shirts, kurtas, dhotis and everyday clothing.","Khadi Cotton, hand-spun cotton textile, material",Vastra Material Care Master
VASTRA-00497,handloom,Materials,customer|professional,What is Linen?,"Linen is a cellulosic bast fibre. Common uses: summer sarees, shirts, trousers, table linen and home textiles.","Linen, cellulosic bast fibre, material",Vastra Material Care Master
VASTRA-00498,handloom,Materials,customer|professional,What is Jute?,"Jute is a cellulosic bast fibre. Common uses: bags, mats, rugs and home décor.","Jute, cellulosic bast fibre, material",Vastra Material Care Master
VASTRA-00499,handloom,Materials,customer|professional,What is Wool?,"Wool is a animal protein fibre. Common uses: shawls, blankets, winter garments and accessories.","Wool, animal protein fibre, material",Vastra Material Care Master
VASTRA-00500,handloom,Materials,customer|professional,What is Pashmina?,"Pashmina is a fine animal fibre. Common uses: shawls, stoles and luxury wraps.","Pashmina, fine animal fibre, material",Vastra Material Care Master
VASTRA-00501,handloom,Materials,customer|professional,What is Yak Wool?,"Yak Wool is a animal fibre. Common uses: shawls, wraps and winter textiles.","Yak Wool, animal fibre, material",Vastra Material Care Master
VASTRA-00502,handloom,Materials,customer|professional,What is Silk-Cotton Blend?,"Silk-Cotton Blend is a blended fibre. Common uses: sarees, dress materials and lightweight garments.","Silk-Cotton Blend, blended fibre, material",Vastra Material Care Master
VASTRA-00503,handloom,Materials,customer|professional,What is Cotton-Linen Blend?,"Cotton-Linen Blend is a blended fibre. Common uses: summer clothing, sarees and home textiles.","Cotton-Linen Blend, blended fibre, material",Vastra Material Care Master
VASTRA-00504,handloom,Materials,customer|professional,What is Viscose/Rayon?,"Viscose/Rayon is a regenerated cellulosic fibre. Common uses: dresses, sarees, stoles and fashion textiles.","Viscose/Rayon, regenerated cellulosic fibre, material",Vastra Material Care Master
VASTRA-00505,handloom,Materials,customer|professional,What is Bamboo Viscose?,Bamboo Viscose is a regenerated cellulosic fibre. Common uses: soft garments and blended textiles.,"Bamboo Viscose, regenerated cellulosic fibre, material",Vastra Material Care Master
